boiled rice, health drinks, mosquito repellent, other rice products, raw rice, root vegetables, sugar,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, gourd / cucumber, other sweets, other vegetables, root vegetables, sunflower oils, toor dal, whole spices,,,,,,,,,,,,,,,,,,,
banana, besan, gourd / cucumber, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, cream biscuits, gourd / cucumber, moong dal, organic f/v, other vegetables, root vegetables, sooji / rava,,,,,,,,,,,,,,,,,,,
banana, glucose, marie / milk biscuits, mosquito repellent, whole spices,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha,,,,,,,,,,,,,,,,,,,,,,,,,,,
other oils,,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, raw rice,,,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, gourd / cucumber, oats, organic masalas / spices, other sweets, other vegetables, whole spices,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, organic f/v, other dals, other vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,
organic dals / pulses, organic f/v, organic flours, organic masalas / spices, organic rice / rice products, organic salt,sugar / jaggery, other vegetables, sooji / rava,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber,,,,,,,,,,,,,,,,,,,,,,,,,,
other dals, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,,
diapers / wipes, ground coffee, organic f/v, other dals, other vegetables, raisins,,,,,,,,,,,,,,,,,,,,,,
beans, besan, bread, chilli / soya sauces, gourd / cucumber, maida, other dals, other sauces, other vegetables, root vegetables, toor dal,,,,,,,,,,,,,,,,,
gourd / cucumber,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, exotic vegetables, organic f/v, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
beans, glucose, marie / milk biscuits, gourd / cucumber, moong dal, organic f/v, other dals, whole spices,,,,,,,,,,,,,,,,,,,,
banana, beans, exotic vegetables, raw rice, root vegetables, toor dal, urad dal,,,,,,,,,,,,,,,,,,,,,
bread, sooji / rava, sugar, toor dal,,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, moong dal, namkeen, other dals, raw peanuts, toor dal, whole spices,,,,,,,,,,,,,,,,,,,,,
maida, sugar,,,,,,,,,,,,,,,,,,,,,,,,,,
organic masalas / spices, raisins,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, cooking sauce, exotic vegetables, instant pastas, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,
banana, beans, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, boiled rice, exotic vegetables, gourd / cucumber, liquid soaps / bars, moong dal, other dals, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,
maida, organic f/v, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, health drinks, ice creams / desserts, instant noodles, other dals,,,,,,,,,,,,,,,,,,,,,,
beans, bread, mosquito repellent, other vegetables, rice flour, root vegetables,,,,,,,,,,,,,,,,,,,,,,
beans, liquid soaps / bars, organic f/v, organic rice / rice products, organic salt,sugar / jaggery, other vegetables, sunflower oils,,,,,,,,,,,,,,,,,,,,
beans, organic f/v, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
beans, cream biscuits, organic f/v, other dals, packaged drinking water, root vegetables, sooji / rava, vermicelli, yogurt / lassi,,,,,,,,,,,,,,,,,,,
basmati rice, beans, chilli / soya sauces, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,
raw rice,,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, bread, cakes, exotic vegetables, namkeen, organic flours, organic masalas / spices, other juices, snacky nuts, veg / fruit,,,,,,,,,,,,,,,,,,
organic f/v,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, bread, cashews, exotic vegetables, organic f/v, root vegetables, toor dal,,,,,,,,,,,,,,,,,,,,,
beans, urad dal,,,,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, moong dal, namkeen, organic f/v, other vegetables, snacky nuts,,,,,,,,,,,,,,,,,,,,,,
banana, besan, other dals, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
corn snacks, exotic vegetables, gourd / cucumber, maida, other dals, root vegetables,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
beans, other vegetables, packaged drinking water,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, bread, curd, gourd / cucumber, organic f/v, other dals, other vegetables, root vegetables, sunflower oils, toor dal, whole spices,,,,,,,,,,,,,,,,
bread, milk, other dry fruits, raisins,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber,,,,,,,,,,,,,,,,,,,,,,,,,
beans, namkeen,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, cashews, cream biscuits, gourd / cucumber, health drinks, other dals, root vegetables,,,,,,,,,,,,,,,,,,,,,
glucose, marie / milk biscuits, gourd / cucumber, other vegetables, root vegetables, vermicelli,,,,,,,,,,,,,,,,,,,,,,
beans, ice creams / desserts, namkeen, organic f/v, other vegetables, raisins, root vegetables, wafers,,,,,,,,,,,,,,,,,,,,
cooking paste, health drinks, other dals, raw rice, snacky nuts, toor dal,,,,,,,,,,,,,,,,,,,,,,
beans, organic f/v, other vegetables, sooji / rava, sunflower oils,,,,,,,,,,,,,,,,,,,,,,,
beans, cashews, exotic vegetables, namkeen, organic dals / pulses, organic rice / rice products, other dals, other dry fruits, other vegetables, root vegetables, sooji / rava, sugar,,,,,,,,,,,,,,,,
beans, cooking paste, gourd / cucumber, other dals, other vegetables, root vegetables, toor dal, whole spices,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, organic f/v, organic masalas / spices, other dry fruits, root vegetables,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, organic dals / pulses, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
glucose, marie / milk biscuits, gourd / cucumber, namkeen, organic f/v,,,,,,,,,,,,,,,,,,,,,,,
cashews, exotic vegetables, ground coffee, organic f/v, other vegetables, raisins,,,,,,,,,,,,,,,,,,,,,,
boiled rice, glucose, marie / milk biscuits, gourd / cucumber, sugar, toor dal, urad dal,,,,,,,,,,,,,,,,,,,,,
curd, mosquito repellent, organic f/v, other dals, raw rice, toor dal,,,,,,,,,,,,,,,,,,,,,,
banana, beans, butter / cream, curd, health drinks, moong dal, raisins, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,
banana, beans, organic dals / pulses, other rice products, rice flour, root vegetables, snacky nuts,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, moong dal, namkeen, other dals, raw rice, sooji / rava, whole spices,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, banana, cashews, other vegetables, raisins, raw rice, root vegetables,,,,,,,,,,,,,,,,,,,,,
beans, bread, ice creams / desserts, other dals, other vegetables, sooji / rava,,,,,,,,,,,,,,,,,,,,,,
banana, facial tissues, ghee, milk drinks, namkeen, sunflower oils, toor dal,,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber, other dals, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
chilli / soya sauces, ground coffee, other dals, other juices, regular pasta, sunflower oils,,,,,,,,,,,,,,,,,,,,,,
sunflower oils, vermicelli,,,,,,,,,,,,,,,,,,,,,,,,,,
hand wash, jaggery, mango juices, moong dal, namkeen, other dals, raw rice, shoe polish, sooji / rava, toilet cleaners, tomato ketchup,,,,,,,,,,,,,,,,,
banana, moong dal, organic f/v, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
beans, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
mosquito repellent, organic f/v, other vegetables, raw rice, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
beans, bread, gourd / cucumber, root vegetables, sugar,,,,,,,,,,,,,,,,,,,,,,,
banana, cashews, liquid soaps / bars, other dals, ready mix, root vegetables, sunflower oils, vermicelli, whole spices,,,,,,,,,,,,,,,,,,,
gourd / cucumber, other vegetables, toor dal, whole spices,,,,,,,,,,,,,,,,,,,,,,,,
banana, liquid detergent,,,,,,,,,,,,,,,,,,,,,,,,,,
ground coffee, other rice products, sooji / rava, sugar, sunflower oils, urad dal,,,,,,,,,,,,,,,,,,,,,,
beans, cashews, cooking paste, organic f/v, other dry fruits, other vegetables, raw rice, root vegetables,,,,,,,,,,,,,,,,,,,,
exotic vegetables, gourd / cucumber, organic f/v, other dry fruits, root vegetables, wafers,,,,,,,,,,,,,,,,,,,,,,
organic f/v, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber, other oils, whole spices,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, other sweets, other vegetables, sooji / rava,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, gourd / cucumber, hair oil, mustard oils, other dals, raw peanuts, sunflower oils, toilet cleaners,,,,,,,,,,,,,,,,,,,
gourd / cucumber, root vegetables, salty biscuits,,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, namkeen, organic f/v, organic salt,sugar / jaggery, other vegetables, pain relievers, root vegetables,,,,,,,,,,,,,,,,,,,,
banana, gourd / cucumber, honey, moong dal, vermicelli,,,,,,,,,,,,,,,,,,,,,,,
liquid soaps / bars, other vegetables, toor dal, whole spices,,,,,,,,,,,,,,,,,,,,,,,,
beans, bread, gourd / cucumber, other vegetables, raw rice, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,
exotic vegetables, other sauces,,,,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, organic f/v, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
beans, liquid detergent,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables, sunflower oils, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,
organic dals / pulses, organic flours, organic rice / rice products, organic salt,sugar / jaggery, other dals,,,,,,,,,,,,,,,,,,,,,,
banana, beans, exotic vegetables, gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
exotic vegetables, gourd / cucumber, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber, instant noodles, organic f/v, other vegetables, root vegetables, whole spices, yogurt / lassi,,,,,,,,,,,,,,,,,,,
beans, health drinks, other dals, raisins, raw peanuts, root vegetables, sugar, whole spices,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, moong dal, other dals, root vegetables, snacky nuts,,,,,,,,,,,,,,,,,,,,,,
namkeen, toor dal,,,,,,,,,,,,,,,,,,,,,,,,,,
milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
aluminium foil / cling wrap, beans, besan, cashews, gourd / cucumber, health supplements, organic f/v, other dals, other dry fruits, other vegetables, root vegetables, toor dal, vermicelli,,,,,,,,,,,,,,,
banana,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, bread, cream biscuits, gourd / cucumber, liquid soaps / bars, organic salt,sugar / jaggery, other dals, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,
avalakki / poha, besan, health drinks, moong dal, other dals, other dry fruits, other flours, raisins, raw peanuts, snacky nuts, sooji / rava, sugar, sunflower oils, toor dal, urad dal, whole spices,,,,,,,,,,,,
beans, besan, cashews, exotic vegetables, health supplements, other dals, other dry fruits, other vegetables, raw peanuts, sooji / rava, sugar, whole spices,,,,,,,,,,,,,,,,
banana, gourd / cucumber, ice creams / desserts, organic f/v, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
instant noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic f/v, other dals, pet food, yogurt / lassi,,,,,,,,,,,,,,,,,,,,,,,,
beans, boiled rice, glucose, marie / milk biscuits, gourd / cucumber, moong dal, organic f/v, root vegetables, sooji / rava, sugar, whole spices,,,,,,,,,,,,,,,,,
banana, namkeen,,,,,,,,,,,,,,,,,,,,,,,,,,
organic dals / pulses, raw rice,,,,,,,,,,,,,,,,,,,,,,,,,,
cashews, exotic vegetables, organic f/v,,,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, other vegetables, root vegetables, womens deo,,,,,,,,,,,,,,,,,,,,,,,,
cakes, cream biscuits, glucose, marie / milk biscuits, ice creams / desserts, namkeen, other dals, other vegetables, sugar,,,,,,,,,,,,,,,,,,,
avalakki / poha, namkeen, toor dal, urad dal, vermicelli,,,,,,,,,,,,,,,,,,,,,,,
beans, other rice products, raw rice,,,,,,,,,,,,,,,,,,,,,,,,,
beans, moong dal, namkeen, organic f/v, other vegetables,,,,,,,,,,,,,,,,,,,,,,,
banana, gourd / cucumber,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, mosquito repellent, other dals, other rice products, other vegetables, raisins, raw rice, rice flour, sugar, sunflower oils, toor dal,,,,,,,,,,,,,,,,
banana, basmati rice, jaggery, organic flours, other dals, raw peanuts, raw rice, rice flour, sooji / rava, sugar, urad dal, whole spices,,,,,,,,,,,,,,,,
banana, boiled rice, gourd / cucumber, health drinks, namkeen, other dals, whole spices,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, besan, gourd / cucumber, health drinks, other vegetables,,,,,,,,,,,,,,,,,,,,,,
corn snacks, exotic vegetables, gourd / cucumber, root vegetables, sugar,,,,,,,,,,,,,,,,,,,,,,,
beans, mosquito repellent, other dals, toor dal, urad dal, whole spices,,,,,,,,,,,,,,,,,,,,,,
beans, other dals, other vegetables, root vegetables, sugar, toor dal,,,,,,,,,,,,,,,,,,,,,,
namkeen, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, banana, beans, bread, curd, exotic vegetables, gourd / cucumber, health drinks, jaggery, maida, organic f/v, other vegetables, root vegetables, vermicelli,,,,,,,,,,,,,,
bread, ice creams / desserts, other vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,,,
boiled rice, bread, glucose, marie / milk biscuits, other dals, whole spices,,,,,,,,,,,,,,,,,,,,,,
besan, boiled rice, curd, moong dal, other dals, raisins, root vegetables, urad dal,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, other dals, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,,
glucose, marie / milk biscuits, root vegetables, sunflower oils, whole spices,,,,,,,,,,,,,,,,,,,,,,,
corn snacks, other flours, pet food, sooji / rava, whole spices,,,,,,,,,,,,,,,,,,,,,,,
beans, exotic vegetables, organic f/v, other dry fruits, other vegetables, root vegetables, sooji / rava,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, organic f/v, other dry fruits, other vegetables,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, exotic vegetables, organic f/v, organic salt,sugar / jaggery, other dry fruits, other vegetables, ready mix, root vegetables, yogurt / lassi,,,,,,,,,,,,,,,,,,
avalakki / poha, besan, other dals, other vegetables, root vegetables, sugar,,,,,,,,,,,,,,,,,,,,,,
banana, beans, chilli / soya sauces, cream biscuits, mosquito repellent, namkeen, organic f/v, other vegetables, root vegetables, sooji / rava, whole spices,,,,,,,,,,,,,,,,,
curd, moong dal, organic f/v, other dals, ready baking mixes, sunflower oils,,,,,,,,,,,,,,,,,,,,,,
banana, beans, health drinks, moong dal, namkeen, raw rice, snacky nuts, urad dal,,,,,,,,,,,,,,,,,,,,
banana, beans, boiled rice, gourd / cucumber, organic f/v, raisins, root vegetables, sunflower oils,,,,,,,,,,,,,,,,,,,,
beans, organic f/v, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, boiled rice, cream biscuits, glucose, marie / milk biscuits, organic f/v, other vegetables, root vegetables, sunflower oils, toor dal,,,,,,,,,,,,,,,,,
corn snacks, moong dal, other dry fruits,,,,,,,,,,,,,,,,,,,,,,,,,
banana, other vegetables, yogurt / lassi,,,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, other dals, other vegetables, raw rice, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
diapers / wipes, exotic vegetables, organic f/v, organic masalas / spices, other vegetables, sunflower oils,,,,,,,,,,,,,,,,,,,,,,
baby cereal, banana, gourd / cucumber, organic f/v, sunflower oils,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, hair oil, mosquito repellent, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, corn snacks, cream biscuits, exotic vegetables, snacky nuts, sooji / rava,,,,,,,,,,,,,,,,,,,,,,
banana, exotic vegetables, organic f/v, other dals, sugar,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, organic f/v, other vegetables, raw peanuts, root vegetables, toor dal, urad dal,,,,,,,,,,,,,,,,,,,,,
body wash, ice creams / desserts, organic dals / pulses, organic f/v, raw rice,,,,,,,,,,,,,,,,,,,,,,,
liquid soaps / bars, other vegetables, sugar, whole spices,,,,,,,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, cakes, cashews, curd, gourd / cucumber, health drinks, other vegetables, root vegetables, whole spices, yogurt / lassi,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, besan, gourd / cucumber, health drinks, jaggery, liquid soaps / bars, other vegetables,,,,,,,,,,,,,,,,,,,,
beans, bread, gourd / cucumber, moong dal, organic flours, other dals, other flours, raisins, sooji / rava, toor dal,,,,,,,,,,,,,,,,,,
avalakki / poha, ground coffee, jaggery, moong dal, mosquito repellent, other dals, other dry fruits, raisins, shampoo, toor dal, urad dal, whole spices,,,,,,,,,,,,,,,,
other dals, raw peanuts, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, organic rice / rice products, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
banana, exotic vegetables, organic f/v, other vegetables, ready mix,,,,,,,,,,,,,,,,,,,,,,,
beans, besan, chips, ground coffee, root vegetables, yogurt / lassi,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, milk, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
other rice products,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic f/v,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
ground coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, basmati rice, beans, ghee, gourd / cucumber, other dals, other vegetables, root vegetables, toor dal,,,,,,,,,,,,,,,,,,,
boiled rice, other dals, raw peanuts, rice flour, sugar, urad dal, whole spices,,,,,,,,,,,,,,,,,,,,,
exotic vegetables, organic f/v,,,,,,,,,,,,,,,,,,,,,,,,,,
other dals, sooji / rava,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
beans, other dals, raw rice,,,,,,,,,,,,,,,,,,,,,,,,,
raw rice,,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, health drinks, other vegetables, root vegetables, sooji / rava, sunflower oils,,,,,,,,,,,,,,,,,,,,,
mango juices, organic f/v, other dals, other vegetables, root vegetables, toor dal, urad dal,,,,,,,,,,,,,,,,,,,,,
banana, gourd / cucumber, other dals, root vegetables, salty biscuits, toor dal, whole spices,,,,,,,,,,,,,,,,,,,,,
beans, chilli / soya sauces, chinese noodles, organic f/v,,,,,,,,,,,,,,,,,,,,,,,,
beans, exotic vegetables, gourd / cucumber,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, exotic vegetables, gourd / cucumber, health drinks, ice creams / desserts, other dals, other vegetables, rice flour, root vegetables, tomato ketchup,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, root vegetables, sugar, whole spices,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, liquid soaps / bars, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,
beans, cashews, corn snacks, ground coffee, moong dal, organic f/v,,,,,,,,,,,,,,,,,,,,,,
banana, beans, bread, other dals, root vegetables, sugar,,,,,,,,,,,,,,,,,,,,,,
banana, ground coffee, health drinks, liquid soaps / bars, mosquito repellent, organic f/v, organic masalas / spices, root vegetables,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber, moong dal, raw rice, sooji / rava, toor dal,,,,,,,,,,,,,,,,,,,,,
beans, glucose, marie / milk biscuits, gourd / cucumber, moong dal, organic f/v,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, moong dal, organic dals / pulses, other dals, raw rice, urad dal,,,,,,,,,,,,,,,,,,,,,,
basmati rice, boiled rice, gourd / cucumber, whole spices,,,,,,,,,,,,,,,,,,,,,,,,
cream biscuits, healthy snacks, namkeen, organic f/v, other juices, snacky nuts,,,,,,,,,,,,,,,,,,,,,,
beans,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, instant noodles, namkeen, organic f/v, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,
beans,,,,,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, organic f/v, organic rice / rice products,,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, other dry fruits, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, organic dals / pulses, other dals, other vegetables, root vegetables, sugar,,,,,,,,,,,,,,,,,,,,,,
beans, exotic vegetables, organic f/v, organic flours, other dry fruits, other vegetables, raw rice, root vegetables, shaving blade / razors, whole spices,,,,,,,,,,,,,,,,,,
organic f/v, raw rice,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, organic f/v, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
beans, cooking paste, gourd / cucumber, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,
aluminium foil / cling wrap, beans, namkeen, regular pasta, root vegetables, shaving cream, foam / gels, sooji / rava,,,,,,,,,,,,,,,,,,,,
banana, cashews, organic flours, sugar, whole spices,,,,,,,,,,,,,,,,,,,,,,,
beans, chinese noodles, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
face wash, ready baking mixes, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
aluminium foil / cling wrap, beans, bread, gourd / cucumber, organic f/v, raisins,,,,,,,,,,,,,,,,,,,,,,
banana, bread, glucose, marie / milk biscuits, gourd / cucumber,,,,,,,,,,,,,,,,,,,,,,,
cashews, namkeen, other vegetables, sugar cubes, toor dal, whole spices,,,,,,,,,,,,,,,,,,,,,,
chilli / soya sauces, corn snacks, exotic vegetables, gourd / cucumber, other dals, raw rice, root vegetables, sooji / rava, sugar,,,,,,,,,,,,,,,,,,,
beans, exotic vegetables, gourd / cucumber, moong dal, namkeen, other dals, other juices, raw peanuts, raw rice, root vegetables, sooji / rava, sugar, toor dal, whole spices,,,,,,,,,,,,,,
beans, gourd / cucumber, other dals, sugar, whole spices,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, root vegetables, sunflower oils,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, namkeen, other vegetables, root vegetables, sooji / rava,,,,,,,,,,,,,,,,,,,,,,
energy drinks, gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
banana, cream biscuits, other vegetables, raw rice, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
organic f/v,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd, namkeen, other vegetables, root vegetables, shaving blade / razors,,,,,,,,,,,,,,,,,,,,,,,
other vegetables, sooji / rava, sugar, sunflower oils, toor dal,,,,,,,,,,,,,,,,,,,,,,,
beans, glucose, marie / milk biscuits, gourd / cucumber, moong dal, organic f/v, other dals, other vegetables, root vegetables, sugar, whole spices,,,,,,,,,,,,,,,,,
moong dal, other dals, raw peanuts, toilet cleaners, toor dal,,,,,,,,,,,,,,,,,,,,,,,
other oils, other vegetables, root vegetables, urad dal,,,,,,,,,,,,,,,,,,,,,,,,
beans, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, other dals, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, namkeen, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber, sugar,,,,,,,,,,,,,,,,,,,,,,,,
other dals, raw rice, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, mango juices, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,,
besan, ghee, gourd / cucumber, organic f/v, organic rice / rice products, other dals, other vegetables, root vegetables, toor dal, toothpaste,,,,,,,,,,,,,,,,,,
basmati rice, liquid soaps / bars, moong dal, namkeen, sooji / rava, whole spices,,,,,,,,,,,,,,,,,,,,,,
beans, cashews, vermicelli,,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, jaggery, organic f/v, other dals, other vegetables, raw peanuts, sooji / rava,,,,,,,,,,,,,,,,,,,,,
banana, other dals, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, chips, cream biscuits, glucose, marie / milk biscuits, root vegetables, toor dal,,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber,,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, other dals, yogurt / lassi,,,,,,,,,,,,,,,,,,,,,,,,,
beans, besan, exotic vegetables, gourd / cucumber, other vegetables, root vegetables, toor dal,,,,,,,,,,,,,,,,,,,,,
namkeen, other vegetables, ready mix, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
beans,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, ice creams / desserts, rasagulla / gulab jamun,,,,,,,,,,,,,,,,,,,,,,,,,
exotic vegetables, gourd / cucumber, ground coffee, healthy snacks, honey, ice creams / desserts, mukhwas / mouth freshener, other dals, other juices, urad dal, yogurt / lassi,,,,,,,,,,,,,,,,,
maida, raw peanuts, raw rice, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, boiled rice, ground coffee, other dals, other rice products, raw peanuts, toor dal, urad dal, whole spices,,,,,,,,,,,,,,,,,,,
other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,
banana, chilli / soya sauces, moong dal, other dals, other vegetables, packaged drinking water, sooji / rava, urad dal, whole spices,,,,,,,,,,,,,,,,,,,
raw rice, toor dal,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, bread, curd, gourd / cucumber,,,,,,,,,,,,,,,,,,,,,,,,
banana, glucose, marie / milk biscuits, other vegetables, root vegetables, soup,,,,,,,,,,,,,,,,,,,,,,
organic f/v, organic masalas / spices, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
chips, exotic vegetables, ghee, gourd / cucumber, maida, raw rice, root vegetables, sooji / rava,,,,,,,,,,,,,,,,,,,,
besan, organic f/v, other dals, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
banana, bread, gourd / cucumber, other dals, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,
banana, besan, cooking paste, other dals, toothpaste,,,,,,,,,,,,,,,,,,,,,,,
banana, bread, exotic vegetables, milk, other vegetables, sanitary pads,,,,,,,,,,,,,,,,,,,,,,
